Order_ID,Product,Plant,Shift,Order_Date,Planned_Quantity,Unit_Cost,Customer,Status,Completion_Date,Actual_Quantity,Total_Cost
O111468,Widget C,Plant C,Morning,2023-03-03,941,15.85,Customer2,Delayed,2023-03-06,860,13631.0
O111469,Gadget X,Plant A,Night,2023-05-20,297,41.8,Customer4,Delayed,2023-05-24,248,10366.4
O111470,Widget B,Plant C,Morning,2023-02-09,872,5.33,Customer5,Completed,2023-02-17,782,4168.06
O111471,Device P,Plant C,Night,2023-08-06,208,15.75,Customer1,Completed,2023-08-14,190,2992.5
O111472,Widget A,Plant C,Evening,2023-01-10,186,44.17,Customer3,Delayed,2023-01-11,165,7288.05
O111473,Widget A,Plant B,Morning,2023-02-24,188,48.83,Customer4,Delayed,2023-02-25,201,9814.83
O111474,Gadget Y,Plant A,Night,2023-12-01,874,24.76,Customer1,Delayed,2023-12-04,962,23819.120000000003
O111475,Gadget Y,Plant A,Night,2023-03-30,910,42.23,Customer3,Completed,2023-04-02,932,39358.36
O111476,Gadget X,Plant A,Morning,2023-01-04,988,41.7,Customer1,Completed,2023-01-10,1032,43034.4
O111477,Device P,Plant A,Evening,2023-09-10,400,39.76,Customer4,In Progress,2023-09-14,410,16301.599999999999
O111478,Device Q,Plant C,Night,2023-01-23,808,42.89,Customer2,In Progress,2023-01-28,869,37271.41
O111479,Widget A,Plant B,Evening,2023-04-11,898,47.57,Customer3,In Progress,2023-04-13,884,42051.88
O111480,Widget A,Plant C,Morning,2023-02-18,481,7.38,Customer4,Delayed,2023-02-23,515,3800.7
O111481,Widget A,Plant C,Evening,2023-12-28,758,21.16,Customer5,In Progress,2024-01-06,784,16589.44
O111482,Device Q,Plant C,Morning,2023-09-17,726,36.55,Customer4,Completed,2023-09-23,754,27558.699999999997
O111483,Widget A,Plant C,Night,2023-06-16,583,13.76,Customer5,In Progress,2023-06-18,602,8283.52
O111484,Widget C,Plant A,Evening,2023-08-28,655,28.9,Customer4,In Progress,2023-09-01,663,19160.7
O111485,Device P,Plant A,Morning,2023-11-09,213,33.05,Customer2,Completed,2023-11-17,197,6510.849999999999
O111486,Widget B,Plant B,Night,2023-11-11,390,12.54,Customer2,Delayed,2023-11-12,385,4827.9
O111487,Widget B,Plant C,Evening,2023-04-22,782,35.8,Customer5,Completed,2023-04-27,814,29141.199999999997
O111488,Gadget X,Plant A,Morning,2023-07-26,348,6.71,Customer2,In Progress,2023-07-28,322,2160.62
O111489,Widget C,Plant B,Evening,2023-09-04,227,6.26,Customer2,Completed,2023-09-12,227,1421.02
O111490,Widget A,Plant C,Night,2023-08-23,684,38.37,Customer5,Delayed,2023-08-27,666,25554.42
O111491,Widget A,Plant C,Night,2023-10-01,991,34.34,Customer3,Delayed,2023-10-03,1100,37774.00000000001
O111492,Gadget Y,Plant A,Morning,2023-05-29,827,39.42,Customer4,Completed,2023-06-03,780,30747.600000000002
O111493,Gadget Y,Plant C,Evening,2023-02-25,245,5.66,Customer2,In Progress,2023-03-04,233,1318.78
O111494,Gadget X,Plant C,Evening,2023-06-29,928,8.51,Customer1,Delayed,2023-07-01,1036,8816.36
O111495,Widget A,Plant A,Night,2023-10-08,783,18.81,Customer3,Delayed,2023-10-09,852,16026.119999999999
O111496,Gadget X,Plant B,Evening,2023-06-09,940,9.66,Customer2,Delayed,2023-06-15,869,8394.54
O111497,Widget C,Plant B,Evening,2023-03-11,280,19.92,Customer1,In Progress,2023-03-12,268,5338.56
O111498,Widget B,Plant A,Evening,2023-10-23,923,30.22,Customer4,Delayed,2023-11-01,950,28709.0
O111499,Widget A,Plant A,Morning,2023-12-06,201,29.86,Customer2,Delayed,2023-12-10,213,6360.18
O111500,Device P,Plant B,Night,2023-08-29,901,9.12,Customer1,Completed,2023-09-03,902,8226.24
O111501,Device Q,Plant B,Morning,2023-07-16,772,8.23,Customer1,Delayed,2023-07-21,731,6016.13
O111502,Widget C,Plant A,Night,2023-06-12,871,7.0,Customer2,Completed,2023-06-13,793,5551.0
O111503,Widget A,Plant A,Morning,2023-03-24,823,44.59,Customer4,Completed,2023-03-29,820,36563.8
O111504,Device Q,Plant A,Morning,2023-04-13,506,39.31,Customer2,Completed,2023-04-17,483,18986.73
O111505,Device P,Plant C,Morning,2023-06-10,405,42.06,Customer2,Completed,2023-06-17,458,19263.48
O111506,Gadget Y,Plant A,Evening,2023-12-21,829,5.84,Customer4,In Progress,2023-12-22,719,4198.96
O111507,Gadget X,Plant C,Night,2023-12-28,782,37.31,Customer3,In Progress,2024-01-04,913,34064.03
O111508,Gadget Y,Plant B,Morning,2023-04-12,394,33.51,Customer5,Delayed,2023-04-18,396,13269.96
O111509,Widget B,Plant B,Evening,2023-08-28,131,9.37,Customer2,Completed,2023-09-04,115,1077.55
O111510,Gadget Y,Plant A,Morning,2023-07-19,339,31.2,Customer3,Delayed,2023-07-25,324,10108.8
O111511,Widget A,Plant A,Evening,2023-06-08,214,7.88,Customer1,Delayed,2023-06-11,190,1497.2
O111512,Device P,Plant B,Morning,2023-07-22,959,25.4,Customer5,Delayed,2023-07-29,983,24968.199999999997
O111513,Gadget Y,Plant B,Night,2023-11-20,187,35.76,Customer3,Delayed,2023-11-24,234,8367.84
O111514,Widget A,Plant B,Night,2023-07-16,624,7.76,Customer1,Delayed,2023-07-20,618,4795.68
O111515,Widget B,Plant B,Morning,2023-02-11,452,28.0,Customer4,Delayed,2023-02-15,492,13776.0
O111516,Device Q,Plant A,Morning,2023-08-02,111,36.06,Customer4,Delayed,2023-08-11,134,4832.04
O111517,Device P,Plant C,Morning,2023-06-21,516,7.28,Customer4,Delayed,2023-06-30,589,4287.92
O111518,Gadget Y,Plant B,Morning,2023-09-10,736,44.16,Customer1,Completed,2023-09-14,755,33340.799999999996
O111519,Gadget X,Plant B,Evening,2023-01-17,241,20.95,Customer1,In Progress,2023-01-25,246,5153.7
O111520,Gadget X,Plant C,Night,2023-05-28,112,19.15,Customer4,Delayed,2023-05-30,118,2259.7
O111521,Device P,Plant A,Evening,2023-04-26,787,10.47,Customer3,Completed,2023-04-27,700,7329.0
O111522,Gadget X,Plant C,Night,2023-07-23,160,49.34,Customer1,Completed,2023-07-31,143,7055.620000000001
O111523,Gadget Y,Plant A,Morning,2023-06-30,418,31.02,Customer2,Completed,2023-07-08,383,11880.66
O111524,Gadget Y,Plant A,Night,2023-10-27,776,31.25,Customer1,Delayed,2023-11-02,795,24843.75
O111525,Device P,Plant A,Morning,2023-10-10,446,32.45,Customer1,Delayed,2023-10-18,435,14115.750000000002
O111526,Gadget Y,Plant A,Morning,2023-05-31,743,23.78,Customer4,Completed,2023-06-05,825,19618.5
O111527,Device Q,Plant A,Evening,2023-09-03,807,22.23,Customer4,Delayed,2023-09-07,977,21718.71
O111528,Widget A,Plant B,Night,2023-02-27,331,29.7,Customer2,Completed,2023-03-07,320,9504.0
O111529,Widget B,Plant A,Evening,2023-07-16,284,12.43,Customer4,Delayed,2023-07-22,342,4251.0599999999995
O111530,Device Q,Plant B,Evening,2023-08-29,466,31.5,Customer2,Delayed,2023-09-03,498,15687.0
O111531,Device Q,Plant A,Evening,2023-07-03,929,27.4,Customer2,Completed,2023-07-10,801,21947.399999999998
O111532,Gadget X,Plant B,Evening,2023-04-02,371,11.66,Customer3,Delayed,2023-04-06,427,4978.82
O111533,Widget A,Plant C,Night,2023-04-11,138,40.08,Customer2,Delayed,2023-04-18,144,5771.5199999999995
O111534,Device P,Plant C,Night,2023-04-04,930,8.4,Customer1,In Progress,2023-04-08,806,6770.400000000001
O111535,Gadget X,Plant B,Evening,2023-02-15,971,15.81,Customer4,Completed,2023-02-19,951,15035.310000000001
O111536,Widget A,Plant A,Night,2023-06-04,693,12.6,Customer1,Delayed,2023-06-13,679,8555.4
O111537,Gadget Y,Plant B,Morning,2023-03-11,883,25.6,Customer4,Delayed,2023-03-17,803,20556.800000000003
O111538,Device P,Plant B,Night,2023-10-09,786,36.87,Customer3,In Progress,2023-10-15,832,30675.839999999997
O111539,Device P,Plant A,Evening,2023-01-30,578,15.9,Customer4,In Progress,2023-02-07,703,11177.7
O111540,Gadget X,Plant C,Morning,2023-07-28,317,11.81,Customer2,In Progress,2023-08-03,309,3649.29
O111541,Gadget Y,Plant B,Morning,2023-09-19,122,30.45,Customer4,Delayed,2023-09-22,132,4019.4
O111542,Gadget X,Plant C,Morning,2023-11-19,731,34.95,Customer2,Completed,2023-11-25,660,23067.000000000004
O111543,Widget C,Plant C,Morning,2023-03-24,477,47.79,Customer3,In Progress,2023-03-25,510,24372.899999999998
O111544,Widget A,Plant C,Morning,2023-08-04,475,32.36,Customer1,In Progress,2023-08-09,536,17344.96
O111545,Widget C,Plant B,Evening,2023-08-08,723,30.56,Customer4,Completed,2023-08-14,694,21208.64
O111546,Widget A,Plant B,Evening,2023-10-18,211,26.27,Customer1,Delayed,2023-10-22,175,4597.25
O111547,Widget B,Plant A,Morning,2023-02-04,805,17.58,Customer5,Completed,2023-02-09,912,16032.96
O111548,Device Q,Plant A,Evening,2023-01-05,412,47.8,Customer3,Delayed,2023-01-07,315,15057.0
O111549,Device P,Plant B,Night,2023-12-24,265,36.99,Customer5,Delayed,2023-12-30,281,10394.19
O111550,Gadget X,Plant A,Evening,2023-01-06,616,26.32,Customer1,In Progress,2023-01-11,716,18845.12
O111551,Widget B,Plant C,Night,2023-09-04,914,28.95,Customer2,In Progress,2023-09-10,828,23970.6
O111552,Widget B,Plant C,Evening,2023-04-03,307,48.11,Customer3,Completed,2023-04-11,284,13663.24
O111553,Device P,Plant B,Night,2023-10-06,147,26.85,Customer5,Delayed,2023-10-07,155,4161.75
O111554,Device P,Plant C,Night,2023-11-11,652,49.7,Customer2,In Progress,2023-11-19,668,33199.6
O111555,Widget A,Plant B,Morning,2023-07-09,278,30.71,Customer3,In Progress,2023-07-14,271,8322.41
O111556,Widget C,Plant B,Evening,2023-12-23,136,46.27,Customer4,Completed,2023-12-27,148,6847.96
O111557,Gadget Y,Plant B,Morning,2023-02-01,248,37.57,Customer5,Delayed,2023-02-07,210,7889.7
O111558,Widget A,Plant C,Night,2023-09-14,491,9.9,Customer5,Delayed,2023-09-19,527,5217.3
O111559,Gadget Y,Plant B,Evening,2023-08-14,305,32.69,Customer2,Completed,2023-08-23,326,10656.939999999999
O111560,Widget B,Plant B,Evening,2023-08-24,236,47.88,Customer3,Delayed,2023-08-25,219,10485.720000000001
O111561,Gadget Y,Plant A,Morning,2023-01-28,495,20.01,Customer2,Completed,2023-01-29,559,11185.59
O111562,Widget C,Plant C,Evening,2023-07-18,636,21.07,Customer4,Delayed,2023-07-24,643,13548.01
O111563,Widget A,Plant B,Evening,2023-01-29,888,10.21,Customer1,In Progress,2023-02-06,937,9566.77
O111564,Device P,Plant A,Evening,2023-05-27,273,28.02,Customer3,Completed,2023-06-01,213,5968.26
O111565,Widget C,Plant B,Night,2023-04-22,325,18.44,Customer1,Completed,2023-04-30,247,4554.68
O111566,Device Q,Plant C,Morning,2023-04-18,637,39.72,Customer4,Completed,2023-04-22,626,24864.719999999998
O111567,Widget C,Plant A,Night,2023-01-19,353,14.27,Customer2,Delayed,2023-01-26,340,4851.8
O111568,Device Q,Plant A,Morning,2023-09-28,217,38.21,Customer5,In Progress,2023-10-03,201,7680.21
O111569,Widget A,Plant B,Night,2023-12-27,935,23.43,Customer3,Delayed,2023-12-29,997,23359.71
O111570,Device P,Plant B,Night,2023-07-08,252,47.24,Customer2,Completed,2023-07-09,260,12282.4
O111571,Widget C,Plant C,Night,2023-02-22,523,30.81,Customer1,In Progress,2023-02-24,437,13463.97
O111572,Device Q,Plant C,Night,2023-07-19,259,44.89,Customer4,In Progress,2023-07-23,292,13107.880000000001
O111573,Device P,Plant B,Morning,2023-04-25,161,16.57,Customer2,In Progress,2023-04-26,157,2601.4900000000002
O111574,Gadget X,Plant A,Evening,2023-07-06,128,47.61,Customer3,Delayed,2023-07-08,117,5570.37
O111575,Gadget X,Plant C,Morning,2023-01-07,197,14.76,Customer5,Delayed,2023-01-09,206,3040.56
O111576,Gadget X,Plant C,Evening,2023-12-14,118,47.56,Customer1,In Progress,2023-12-19,138,6563.280000000001
O111577,Gadget Y,Plant A,Morning,2023-03-17,277,44.41,Customer1,In Progress,2023-03-23,221,9814.609999999999
O111578,Widget C,Plant B,Morning,2023-12-12,425,14.09,Customer3,Delayed,2023-12-13,381,5368.29
O111579,Widget A,Plant C,Morning,2023-04-09,759,34.55,Customer3,In Progress,2023-04-18,781,26983.55
O111580,Widget A,Plant A,Morning,2023-03-09,708,21.61,Customer1,In Progress,2023-03-14,718,15515.98
O111581,Gadget Y,Plant C,Night,2023-02-03,441,23.07,Customer1,Completed,2023-02-04,491,11327.37
O111582,Widget A,Plant A,Morning,2023-01-07,389,6.78,Customer2,Completed,2023-01-16,404,2739.12
O111583,Device Q,Plant C,Morning,2023-08-07,950,42.28,Customer1,Completed,2023-08-15,820,34669.6
O111584,Gadget X,Plant B,Evening,2023-12-19,731,16.68,Customer2,In Progress,2023-12-27,643,10725.24
O111585,Widget C,Plant A,Night,2023-05-20,844,39.59,Customer4,In Progress,2023-05-25,775,30682.250000000004
O111586,Widget A,Plant C,Night,2023-11-10,268,31.51,Customer1,Delayed,2023-11-18,294,9263.94
O111587,Widget A,Plant C,Morning,2023-11-04,392,48.68,Customer4,Completed,2023-11-05,380,18498.4
O111588,Widget B,Plant A,Morning,2023-05-02,167,14.04,Customer3,Completed,2023-05-10,166,2330.64
O111589,Widget B,Plant A,Night,2023-07-28,808,19.42,Customer4,Delayed,2023-07-30,839,16293.380000000001
O111590,Widget B,Plant B,Night,2023-11-08,803,12.49,Customer3,In Progress,2023-11-12,946,11815.54
O111591,Widget C,Plant A,Morning,2023-03-23,431,42.45,Customer3,In Progress,2023-03-27,396,16810.2
O111592,Gadget X,Plant C,Morning,2023-09-16,708,19.87,Customer1,In Progress,2023-09-23,632,12557.84
O111593,Device P,Plant B,Morning,2023-04-06,150,13.78,Customer1,In Progress,2023-04-10,148,2039.4399999999998
O111594,Gadget X,Plant A,Evening,2023-11-15,158,31.64,Customer2,Completed,2023-11-21,146,4619.4400000000005
O111595,Gadget X,Plant C,Night,2023-06-02,738,21.99,Customer2,In Progress,2023-06-03,679,14931.21
O111596,Widget C,Plant A,Evening,2023-03-27,271,41.55,Customer3,In Progress,2023-03-28,263,10927.65
O111597,Device Q,Plant C,Night,2023-03-13,987,39.37,Customer1,Completed,2023-03-14,1070,42125.899999999994
O111598,Device Q,Plant C,Night,2023-02-21,704,10.4,Customer2,Delayed,2023-03-02,692,7196.8
O111599,Widget C,Plant B,Night,2023-04-06,577,43.51,Customer5,Completed,2023-04-08,608,26454.079999999998
O111600,Widget B,Plant B,Night,2023-09-18,192,49.22,Customer3,In Progress,2023-09-25,170,8367.4
O111601,Widget A,Plant A,Night,2023-12-22,784,38.79,Customer3,In Progress,2023-12-25,934,36229.86
O111602,Gadget Y,Plant B,Morning,2023-11-11,279,42.08,Customer5,Delayed,2023-11-20,284,11950.72
O111603,Gadget Y,Plant A,Evening,2023-10-08,628,46.28,Customer1,In Progress,2023-10-13,614,28415.920000000002
O111604,Device P,Plant B,Evening,2023-12-02,646,40.36,Customer1,In Progress,2023-12-07,523,21108.28
O111605,Widget A,Plant B,Night,2023-12-10,112,31.31,Customer1,Completed,2023-12-17,112,3506.72
O111606,Device P,Plant A,Evening,2023-01-14,145,8.07,Customer5,In Progress,2023-01-22,148,1194.3600000000001
O111607,Widget B,Plant B,Evening,2023-07-24,103,26.8,Customer5,Delayed,2023-07-27,100,2680.0
O111608,Device P,Plant B,Morning,2023-02-21,928,40.23,Customer1,In Progress,2023-02-22,974,39184.02
O111609,Widget A,Plant B,Night,2023-10-08,292,16.53,Customer5,Delayed,2023-10-09,299,4942.47
O111610,Widget A,Plant B,Morning,2023-08-07,585,34.41,Customer4,Delayed,2023-08-16,530,18237.3
O111611,Gadget Y,Plant A,Evening,2023-03-13,142,19.18,Customer3,Delayed,2023-03-20,157,3011.2599999999998
O111612,Device Q,Plant C,Night,2023-02-25,894,43.8,Customer1,Delayed,2023-03-03,882,38631.6
O111613,Widget B,Plant A,Night,2023-07-29,831,21.35,Customer1,Completed,2023-08-04,850,18147.5
O111614,Widget C,Plant A,Night,2023-10-20,188,7.05,Customer3,Delayed,2023-10-27,214,1508.7
O111615,Device P,Plant A,Night,2023-07-17,549,31.21,Customer5,In Progress,2023-07-19,492,15355.32
O111616,Gadget Y,Plant B,Night,2023-10-06,890,7.06,Customer3,In Progress,2023-10-11,888,6269.28
O111617,Device P,Plant B,Night,2023-02-26,406,14.71,Customer1,Delayed,2023-03-01,397,5839.87
O111618,Device P,Plant C,Morning,2023-06-30,441,27.56,Customer5,In Progress,2023-07-07,362,9976.72
O111619,Widget C,Plant B,Morning,2023-04-28,437,40.7,Customer2,Completed,2023-04-30,449,18274.300000000003
O111620,Widget B,Plant C,Evening,2023-12-03,283,19.4,Customer5,In Progress,2023-12-05,345,6692.999999999999
O111621,Widget A,Plant C,Night,2023-08-12,919,18.02,Customer5,Completed,2023-08-21,984,17731.68
O111622,Gadget X,Plant B,Night,2023-11-13,153,10.08,Customer1,Completed,2023-11-17,152,1532.16
O111623,Device P,Plant C,Morning,2023-11-07,243,31.35,Customer1,In Progress,2023-11-12,207,6489.450000000001
O111624,Gadget X,Plant A,Evening,2023-12-02,323,28.96,Customer2,Completed,2023-12-06,330,9556.800000000001
O111625,Widget B,Plant A,Evening,2023-10-03,422,5.4,Customer1,Delayed,2023-10-10,350,1890.0000000000002
O111626,Gadget X,Plant A,Night,2023-09-16,868,36.63,Customer5,Completed,2023-09-20,941,34468.83
O111627,Device P,Plant C,Evening,2023-11-17,709,25.72,Customer2,In Progress,2023-11-18,663,17052.36
O111628,Widget C,Plant C,Evening,2023-10-20,592,18.01,Customer5,In Progress,2023-10-27,587,10571.87
O111629,Gadget X,Plant A,Night,2023-06-12,971,36.99,Customer5,In Progress,2023-06-17,991,36657.090000000004
O111630,Widget B,Plant B,Night,2023-05-04,543,41.53,Customer5,Completed,2023-05-06,517,21471.010000000002
O111631,Widget B,Plant A,Night,2023-01-16,593,31.87,Customer2,Delayed,2023-01-20,634,20205.58
O111632,Device Q,Plant B,Morning,2023-01-04,399,9.25,Customer1,In Progress,2023-01-13,443,4097.75
O111633,Device Q,Plant B,Night,2023-09-16,647,45.76,Customer3,Delayed,2023-09-20,589,26952.64
O111634,Widget C,Plant C,Evening,2023-04-18,108,5.8,Customer2,Delayed,2023-04-19,123,713.4
O111635,Gadget X,Plant C,Morning,2023-09-30,234,14.42,Customer1,Completed,2023-10-04,268,3864.56
O111636,Gadget X,Plant B,Evening,2023-06-21,642,16.9,Customer5,Completed,2023-06-26,742,12539.8
O111637,Device Q,Plant B,Morning,2023-07-10,409,21.65,Customer3,Completed,2023-07-13,365,7902.249999999999
O111638,Widget A,Plant B,Night,2023-04-08,295,21.0,Customer5,In Progress,2023-04-11,276,5796.0
O111639,Gadget Y,Plant C,Evening,2023-06-19,425,45.45,Customer3,Completed,2023-06-27,429,19498.050000000003
O111640,Widget B,Plant A,Morning,2023-04-08,814,40.83,Customer2,Completed,2023-04-12,764,31194.12
O111641,Widget A,Plant B,Evening,2023-05-25,715,14.06,Customer2,Delayed,2023-05-27,818,11501.08
O111642,Widget B,Plant C,Night,2023-01-24,816,47.94,Customer5,Delayed,2023-01-27,703,33701.82
O111643,Widget A,Plant A,Morning,2023-06-14,428,21.3,Customer3,Completed,2023-06-20,446,9499.800000000001
O111644,Device Q,Plant C,Evening,2023-09-15,662,14.83,Customer4,Delayed,2023-09-21,716,10618.28
O111645,Device Q,Plant A,Morning,2023-04-30,481,47.56,Customer5,In Progress,2023-05-03,511,24303.16
O111646,Gadget Y,Plant C,Night,2023-09-27,757,30.73,Customer4,Delayed,2023-10-02,762,23416.260000000002
O111647,Widget A,Plant A,Morning,2023-09-28,125,31.54,Customer2,Delayed,2023-10-02,139,4384.0599999999995
O111648,Widget B,Plant B,Morning,2023-02-06,570,34.52,Customer5,Delayed,2023-02-10,642,22161.840000000004
O111649,Gadget X,Plant C,Evening,2023-11-10,826,33.14,Customer3,In Progress,2023-11-17,802,26578.28
O111650,Widget B,Plant A,Morning,2023-06-30,150,33.34,Customer2,In Progress,2023-07-07,137,4567.580000000001
O111651,Device P,Plant A,Night,2023-03-23,289,5.09,Customer4,In Progress,2023-03-30,264,1343.76
O111652,Device Q,Plant A,Evening,2023-09-11,488,35.86,Customer1,Completed,2023-09-18,434,15563.24
O111653,Widget C,Plant B,Morning,2023-11-08,237,38.4,Customer5,Delayed,2023-11-16,218,8371.199999999999
O111654,Widget C,Plant C,Night,2023-08-25,530,6.21,Customer4,In Progress,2023-08-30,594,3688.74
O111655,Device Q,Plant A,Night,2023-01-13,139,33.1,Customer3,Delayed,2023-01-19,116,3839.6000000000004
O111656,Device P,Plant B,Morning,2023-06-12,822,16.91,Customer4,In Progress,2023-06-16,900,15219.0
O111657,Widget C,Plant B,Morning,2023-06-13,939,33.27,Customer2,In Progress,2023-06-22,845,28113.15
O111658,Device Q,Plant B,Evening,2023-11-26,882,16.92,Customer2,In Progress,2023-12-05,1021,17275.320000000003
O111659,Widget C,Plant B,Night,2023-12-15,502,9.32,Customer4,Delayed,2023-12-16,544,5070.08
O111660,Device Q,Plant B,Night,2023-01-24,935,13.02,Customer5,Delayed,2023-02-01,1008,13124.16
O111661,Gadget Y,Plant B,Night,2023-06-30,966,46.3,Customer1,Completed,2023-07-09,959,44401.7
O111662,Gadget X,Plant B,Morning,2023-01-27,264,24.76,Customer2,Completed,2023-01-28,300,7428.000000000001
O111663,Gadget X,Plant C,Morning,2023-03-15,303,46.23,Customer2,Delayed,2023-03-18,265,12250.949999999999
O111664,Widget B,Plant C,Morning,2023-05-20,898,26.78,Customer2,In Progress,2023-05-28,968,25923.04
O111665,Device P,Plant B,Evening,2023-05-23,947,45.43,Customer3,Completed,2023-05-30,952,43249.36
O111666,Device Q,Plant A,Night,2023-01-03,587,30.54,Customer2,In Progress,2023-01-07,604,18446.16
O111667,Widget A,Plant A,Night,2023-10-11,440,20.8,Customer2,Completed,2023-10-17,439,9131.2
O111668,Widget B,Plant A,Morning,2023-09-22,282,15.0,Customer4,In Progress,2023-09-28,303,4545.0
O111669,Widget B,Plant B,Evening,2023-01-30,736,21.7,Customer1,Completed,2023-02-05,701,15211.699999999999
O111670,Device Q,Plant A,Evening,2023-02-26,439,12.96,Customer1,Delayed,2023-02-27,499,6467.040000000001
O111671,Device Q,Plant C,Evening,2023-10-06,927,49.17,Customer1,In Progress,2023-10-14,840,41302.8
O111672,Widget B,Plant C,Evening,2023-11-16,221,20.69,Customer5,Completed,2023-11-23,227,4696.63
O111673,Widget B,Plant C,Evening,2023-04-30,277,30.06,Customer1,Delayed,2023-05-02,289,8687.34
O111674,Gadget X,Plant C,Morning,2023-10-13,399,49.85,Customer3,Completed,2023-10-18,404,20139.4
O111675,Widget A,Plant B,Morning,2023-02-15,424,28.35,Customer2,Delayed,2023-02-24,383,10858.050000000001
O111676,Widget B,Plant C,Morning,2023-12-23,747,18.98,Customer3,Completed,2023-12-26,689,13077.220000000001
O111677,Gadget X,Plant A,Night,2023-03-21,875,32.63,Customer2,In Progress,2023-03-30,850,27735.500000000004
O111678,Widget B,Plant A,Evening,2023-09-13,644,41.77,Customer5,Completed,2023-09-18,575,24017.75
O111679,Widget C,Plant C,Evening,2023-12-14,129,32.74,Customer4,Completed,2023-12-19,149,4878.26
O111680,Widget B,Plant C,Night,2023-04-19,703,14.92,Customer4,In Progress,2023-04-22,699,10429.08
O111681,Device Q,Plant C,Evening,2023-02-25,587,13.66,Customer3,Completed,2023-03-01,629,8592.14
O111682,Device P,Plant A,Evening,2023-08-09,854,37.27,Customer1,Delayed,2023-08-13,898,33468.46000000001
O111683,Device P,Plant A,Evening,2023-08-26,821,43.2,Customer2,Completed,2023-09-02,974,42076.8
O111684,Widget B,Plant C,Evening,2023-10-20,606,36.46,Customer2,Delayed,2023-10-23,499,18193.54
O111685,Gadget Y,Plant A,Evening,2023-07-28,221,9.2,Customer5,Delayed,2023-08-01,227,2088.3999999999996
O111686,Widget C,Plant A,Morning,2023-07-09,983,19.5,Customer1,In Progress,2023-07-14,952,18564.0
O111687,Widget A,Plant B,Evening,2023-06-06,493,35.85,Customer5,Completed,2023-06-14,510,18283.5
O111688,Widget B,Plant C,Morning,2023-05-06,267,37.0,Customer5,In Progress,2023-05-14,281,10397.0
O111689,Widget A,Plant C,Morning,2023-05-06,368,25.89,Customer4,Delayed,2023-05-09,374,9682.86
O111690,Widget C,Plant B,Morning,2023-05-08,782,18.41,Customer2,In Progress,2023-05-12,856,15758.960000000001
O111691,Widget B,Plant B,Morning,2023-04-03,154,9.15,Customer5,Delayed,2023-04-12,176,1610.4
O111692,Gadget Y,Plant A,Night,2023-03-24,587,7.38,Customer5,Delayed,2023-03-31,562,4147.5599999999995
O111693,Gadget X,Plant B,Morning,2023-02-12,534,10.14,Customer5,In Progress,2023-02-13,427,4329.780000000001
O111694,Gadget Y,Plant C,Night,2023-07-21,186,20.18,Customer5,Completed,2023-07-23,190,3834.2
O111695,Device Q,Plant C,Night,2023-10-19,730,32.45,Customer4,Completed,2023-10-25,849,27550.050000000003
O111696,Gadget Y,Plant C,Morning,2023-05-25,153,43.17,Customer2,Completed,2023-06-03,159,6864.030000000001
O111697,Gadget X,Plant A,Evening,2023-07-01,122,16.28,Customer3,Delayed,2023-07-09,129,2100.1200000000003
O111698,Device Q,Plant A,Evening,2023-05-25,929,8.4,Customer2,In Progress,2023-05-28,906,7610.400000000001
O111699,Gadget X,Plant C,Morning,2023-06-09,524,48.46,Customer1,Delayed,2023-06-13,444,21516.24
O111700,Device P,Plant C,Morning,2023-11-03,947,32.76,Customer4,Delayed,2023-11-05,853,27944.28
O111701,Gadget X,Plant A,Night,2023-09-12,354,11.4,Customer4,In Progress,2023-09-19,312,3556.8
O111702,Widget B,Plant A,Night,2023-10-06,839,16.28,Customer3,Delayed,2023-10-14,833,13561.240000000002
O111703,Widget A,Plant B,Evening,2023-05-24,231,23.84,Customer1,Delayed,2023-06-02,248,5912.32
O111704,Device P,Plant A,Night,2023-02-01,111,48.53,Customer2,Completed,2023-02-02,113,5483.89
O111705,Device P,Plant A,Night,2023-03-07,510,10.28,Customer2,Completed,2023-03-08,432,4440.96
O111706,Widget A,Plant C,Morning,2023-12-26,113,24.23,Customer4,Delayed,2024-01-04,112,2713.76
O111707,Device P,Plant C,Night,2023-11-22,115,24.67,Customer5,In Progress,2023-11-30,135,3330.4500000000003
O111708,Gadget X,Plant C,Night,2023-07-21,192,49.65,Customer4,In Progress,2023-07-27,209,10376.85
O111709,Gadget Y,Plant B,Night,2023-07-09,989,13.67,Customer3,Delayed,2023-07-12,851,11633.17
O111710,Widget C,Plant A,Evening,2023-04-25,495,26.08,Customer5,Completed,2023-05-04,526,13718.08
O111711,Gadget X,Plant B,Morning,2023-09-19,536,49.41,Customer1,In Progress,2023-09-21,627,30980.069999999996
O111712,Device Q,Plant A,Evening,2023-10-28,370,34.56,Customer1,Delayed,2023-11-04,351,12130.560000000001
O111713,Device Q,Plant A,Morning,2023-10-16,100,12.43,Customer1,In Progress,2023-10-17,86,1068.98
O111714,Gadget Y,Plant C,Morning,2023-01-05,895,47.12,Customer3,Completed,2023-01-07,923,43491.759999999995
O111715,Gadget Y,Plant A,Night,2023-11-08,875,29.43,Customer4,Delayed,2023-11-13,889,26163.27
O111716,Device P,Plant B,Evening,2023-01-28,451,41.63,Customer2,Delayed,2023-02-06,415,17276.45
O111717,Widget B,Plant C,Evening,2023-08-26,987,41.27,Customer2,Delayed,2023-08-28,1010,41682.700000000004
